Path,TotalSegPath
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn10119.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn10119/trn10119.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn13164.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn13164/trn13164.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn14688.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn14688/trn14688.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn22096.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn22096/trn22096.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn22334.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn22334/trn22334.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn16990.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn16990/trn16990.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn01863.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn01863/trn01863.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn23262.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn23262/trn23262.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn20037.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn20037/trn20037.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn05925.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn05925/trn05925.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn21816.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn21816/trn21816.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn00556.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn00556/trn00556.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn18587.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn18587/trn18587.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn22017.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn22017/trn22017.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn19331.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn19331/trn19331.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn21654.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn21654/trn21654.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn02799.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn02799/trn02799.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn24427.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn24427/trn24427.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn19716.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn19716/trn19716.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn01855.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn01855/trn01855.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn18770.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn18770/trn18770.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn10754.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn10754/trn10754.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn17181.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn17181/trn17181.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn11304.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn11304/trn11304.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn04529.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn04529/trn04529.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn09625.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn09625/trn09625.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn16706.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn16706/trn16706.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn23250.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn23250/trn23250.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn08822.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn08822/trn08822.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn13120.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn13120/trn13120.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn04920.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn04920/trn04920.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn00396.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn00396/trn00396.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn09613.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn09613/trn09613.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn06043.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn06043/trn06043.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn21539.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn21539/trn21539.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn12335.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn12335/trn12335.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn19234.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn19234/trn19234.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn22909.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn22909/trn22909.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn04144.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn04144/trn04144.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn01976.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn01976/trn01976.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn20945.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn20945/trn20945.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn16638.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn16638/trn16638.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn14682.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn14682/trn14682.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn24157.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn24157/trn24157.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn06948.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn06948/trn06948.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn09669.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn09669/trn09669.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn24571.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn24571/trn24571.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn06991.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn06991/trn06991.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn02025.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn02025/trn02025.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn13897.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn13897/trn13897.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn15296.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn15296/trn15296.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn13420.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn13420/trn13420.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn17495.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn17495/trn17495.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn17476.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn17476/trn17476.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn17834.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn17834/trn17834.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn20792.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn20792/trn20792.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn11031.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn11031/trn11031.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn18348.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn18348/trn18348.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn09784.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn09784/trn09784.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn23106.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn23106/trn23106.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn00525.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn00525/trn00525.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn18124.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn18124/trn18124.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn02868.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn02868/trn02868.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn21960.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn21960/trn21960.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn15973.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn15973/trn15973.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn08054.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn08054/trn08054.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn18273.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn18273/trn18273.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn05143.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn05143/trn05143.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn15433.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn15433/trn15433.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn17776.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn17776/trn17776.nii.gz
/data4/haoranlai/Dataset/RAD_ChestCT/image/trn08795.nii.gz,/data4/haoranlai/Dataset/RAD_ChestCT/RadchestCTseg/trn08795/trn08795.nii.gz
