0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.37790418,0.0035301538,0.0024456147,0.03532297,-0.30448025,-0.06046117,7.904833e-06,0.17737402,-0.17835781,0.026510622,-0.22513464,-0.15277725,-0.1251134,-0.26564658,0.094742715
0.38158637,-0.0033621253,-0.003780492,0.034134746,-0.29875705,-0.051869385,-0.010516438,0.16108486,-0.17205885,0.02264228,-0.21843371,-0.15273571,-0.123176605,-0.26252496,0.091489404
0.15534821,-0.0011526248,-0.11740281,0.16410351,0.105252564,0.31485263,0.3701021,-0.08509754,0.21079658,0.32255977,0.24249998,-0.097184405,0.32777014,0.3488506,-0.08567056
0.1539456,-0.0007813387,-0.11740612,0.16610166,0.106768176,0.31453598,0.36843908,-0.085919484,0.21080157,0.32254344,0.24193877,-0.09466481,0.32708305,0.35154507,-0.08542599
0.10180871,-0.19456348,-0.11513455,-0.16335042,-0.27885547,-0.23732197,-0.38048428,-0.061516307,-0.16449204,-0.35585892,-0.43639296,-0.16130912,-0.2689287,-0.31486815,-0.08610588
0.117593765,-0.18039753,-0.11559923,-0.15170762,-0.31651717,-0.23429248,-0.35286832,-0.0362767,-0.16363218,-0.35959494,-0.42446178,-0.19165987,-0.26282692,-0.33868882,-0.08980682
-0.05734536,-0.09547754,-0.03479987,-0.0785598,-0.09014419,0.06671367,-0.1573285,0.05925449,0.298433,-0.0016143993,-0.07567832,0.10392289,0.12769176,0.22103144,-0.1814946
-0.195231,-0.14232585,-0.019013429,-0.31307673,-0.22163853,-0.19299,-0.29335326,-0.23016357,-0.12925173,-0.13988292,-0.29303306,-0.044190384,-0.17541434,-0.19361903,0.018838193
-0.21353485,-0.1765863,-0.04911653,-0.32245448,-0.23225777,-0.18272433,-0.30089015,-0.2431992,-0.14539023,-0.18743531,-0.28530297,-0.01073244,-0.20017923,-0.2141475,-0.014015286
-0.18055075,-0.17048837,-0.050361656,-0.24142605,-0.21531564,-0.20684955,-0.23683816,-0.18870562,-0.17411198,-0.12152922,-0.2910691,-0.07659383,-0.13273394,-0.21996787,-0.010319467
-0.16488944,-0.15017438,-0.033312265,-0.23619899,-0.21076635,-0.20757763,-0.23690364,-0.160109,-0.19163218,-0.099979505,-0.3117488,-0.09491078,-0.15098749,-0.20805772,0.0011935234
0.014434527,-0.013383627,-0.13403127,0.1963073,0.20049886,0.16854148,0.17182744,-0.01267016,0.17463598,0.07708195,0.38884208,-0.10804303,0.25980315,0.13065334,-0.067037985
-0.0034999778,0.019435717,-0.0966177,0.16808197,0.09894895,0.18405822,0.16169353,0.0087650865,0.18162285,0.096688785,0.36427692,-0.104425155,0.2608992,0.10005264,-0.05926866
0.1925002,0.23837906,0.14082101,-0.09504125,-0.071666315,-0.027081791,0.12442705,0.10147318,0.18307526,0.3390906,0.27479112,0.052013583,0.18381175,0.11753045,0.1832129
0.22004765,0.20334151,0.12615699,-0.1182785,-0.08053678,-0.057907507,0.115781546,0.09822214,0.17529938,0.34989747,0.31127062,0.06315185,0.20011117,0.09949567,0.15282989
0.04178975,-0.19060509,-0.14954543,0.07710631,-0.022128982,0.18401557,0.22561821,-0.08608262,0.30077672,0.10911353,0.263898,-0.05704419,0.45766163,0.09837947,-0.12593877
0.026494991,-0.22250083,-0.2018474,0.031260163,-0.05821871,0.19289094,0.20038044,-0.14505546,0.27100408,0.08260462,0.17095084,-0.115425736,0.42818505,0.051322617,-0.17472434
0.36672318,0.26239833,0.25580248,0.06189588,0.13274118,0.008532815,0.079869255,0.2511194,0.2236117,0.46155658,0.29308254,0.09381977,0.2354291,0.28021258,0.27532405
0.4133119,0.2630952,0.22856048,0.058738396,0.13531443,0.032900594,0.10272816,0.24570893,0.21881002,0.50149995,0.30020043,0.091955304,0.24774711,0.26720834,0.26943767
0.39825496,0.2167483,0.09715262,0.33883408,0.42405328,0.2388481,0.47077876,0.25979257,0.25510788,0.3026428,0.284553,-0.0034222926,0.35129243,0.31186083,0.20746541
0.42338413,0.18133876,0.07240263,0.3020415,0.3897236,0.21923152,0.4173053,0.23667592,0.27095002,0.29839104,0.25611347,-0.0250659,0.3582828,0.28429726,0.19886346
0.018106347,-0.28540373,-0.31859016,0.07020718,-0.04262437,0.28415346,0.10893345,-0.063704185,0.1258007,-0.036797896,0.22244382,0.061478075,0.16216072,0.08583243,-0.35566092
-0.027681883,-0.29733372,-0.2905455,0.05353172,-0.09904033,0.23973683,0.04656946,-0.1042571,0.080613144,-0.07547562,0.16721484,0.09468876,0.12198315,0.028420467,-0.34160143
0.329887,0.23244226,0.27129775,0.027129736,-0.022780389,-0.13844235,0.074821204,0.15446863,-0.064689726,0.26319164,0.28481743,0.3742395,0.05794469,-0.07455279,0.2571192
0.31582978,0.19588006,0.24968095,0.011284021,-0.036532015,-0.14089526,0.09981857,0.12079321,-0.042092845,0.26693314,0.28791034,0.39578912,0.085014805,-0.0726744,0.23797311
0.33702606,0.20226468,0.24941051,0.13303764,0.1798303,-0.118019134,0.14670011,0.12475437,0.023800876,0.2994526,0.3260427,0.41646627,0.16485566,0.07877476,0.28721315
0.3283384,0.14360157,0.21522373,0.078025796,0.11788818,-0.12807721,0.106773555,0.09862551,0.00072158594,0.25468335,0.32478863,0.4229779,0.14226134,0.04256888,0.23097342
-0.0470066,-0.084763974,-0.14851315,-0.13627788,-0.030817743,0.21016532,0.011218773,-0.116924085,0.26070076,0.3153129,0.351452,0.16940385,0.3222103,0.29285175,-0.12793075
-0.040262654,-0.06872147,-0.12500434,-0.14527106,-0.039870434,0.20134497,0.014975139,-0.12782426,0.24873729,0.31942517,0.36168408,0.19089189,0.32015714,0.28560138,-0.104507774
-0.06429732,-0.035255432,-0.109220944,-0.17247832,-0.15716389,0.095029,0.12517616,-0.19720623,-0.1366711,-0.19805863,-0.34920675,-0.16397265,-0.1330014,-0.17723869,-0.02379426
-0.074986055,-0.021685075,-0.07904698,-0.2141568,-0.16136512,0.08298894,0.103829086,-0.20294833,-0.1531671,-0.18644321,-0.3550303,-0.16095284,-0.14780936,-0.16385807,-0.021777444
-0.20428266,-0.1269192,-0.09733093,-0.22379985,-0.2707078,-0.25156495,-0.3536851,-0.17107266,-0.1318964,-0.09946015,-0.4089229,-0.3084337,-0.189037,-0.29571897,-0.014727006
-0.15797868,-0.044436034,-0.06839113,-0.08192304,-0.22943652,-0.01067494,-0.0037136422,-0.2505716,-0.21916302,-0.063674346,-0.3719761,-0.11766962,-0.235199,-0.14305276,0.05802338
-0.13691255,-0.057174794,-0.10746814,-0.0974495,-0.2544497,-0.02767792,-0.002168789,-0.27804273,-0.24014491,-0.06560308,-0.38978165,-0.109348476,-0.26101458,-0.16954514,0.03518213
-0.23820788,-0.097667284,-0.14652982,-0.0058608158,-0.1542097,0.20095845,-0.11331947,-0.16449815,0.0788544,-0.10909495,-0.130137,-0.13924465,-0.056208402,0.05324894,-0.124852374
0.2000761,0.14182314,0.12084131,0.089612454,-0.011820436,-0.085416384,0.048809875,0.004187706,-0.32706216,0.021730158,-0.046262406,0.46208405,-0.22010499,-0.040527523,0.2075598
0.19584325,0.14824848,0.12134283,0.083142295,-0.01943373,-0.07043218,0.034135796,0.016844114,-0.33237815,0.02612075,-0.03695228,0.45165175,-0.2296569,-0.04305609,0.19471388
-0.080487505,-0.10284178,-0.15608832,-0.06053242,-0.0006884646,0.17282492,0.03365772,-0.12081054,0.09105735,0.088728815,0.2740031,0.28401607,0.05557671,0.24421376,-0.14143369
-0.0405474,-0.08513436,-0.121825546,-0.06974538,0.00930964,0.15878299,0.041580252,-0.103259176,0.091443285,0.110436186,0.27339512,0.31378442,0.06914557,0.23847854,-0.10952659
0.19986683,-0.17612141,-0.13860601,-0.20971389,-0.30556244,-0.19338289,-0.28416345,-0.02036125,-0.034000047,-0.1688266,-0.30337322,-0.25093645,-0.11029808,-0.2913525,-0.09152453
0.20533311,-0.1735197,-0.15505522,-0.19244964,-0.2907734,-0.15996313,-0.2920081,-0.0063472874,-0.015308963,-0.21217331,-0.24931045,-0.17662282,-0.1140244,-0.3084297,-0.09419857
-0.1794079,-0.065157756,-0.23705763,0.0018152455,-0.19570684,0.2599059,0.04505172,-0.1462883,0.09827112,-0.1709891,-0.09241781,-0.22638103,-0.006355077,0.030804612,-0.18932167
-0.18268156,0.056594577,-0.031135647,-0.1447095,-0.19342071,-0.015873734,-0.06853478,-0.17950529,-0.14220692,-0.06452853,-0.30561993,-0.24614757,-0.171575,-0.21766993,0.106973365
0.39346886,0.31406382,0.047576636,0.10795966,0.15412772,0.030592604,0.27884474,0.19084284,-0.09712443,0.41634482,0.32689846,0.1381059,0.008446122,0.13574797,0.12158513
0.35312352,0.30689394,0.026832543,0.15508795,0.15862839,0.10386576,0.24954937,0.17641994,-0.07897914,0.38290572,0.3454166,0.14494222,0.0058483826,0.17360002,0.10092227
0.06499346,-0.054509364,0.002848288,-0.07255848,-0.11088258,-0.1654511,-0.27948844,-0.14950837,-0.117453255,-0.30487147,-0.36635184,-0.025095128,-0.23329978,-0.13870203,0.070303656
0.06568798,-0.037216045,-0.0006724397,-0.062264934,-0.11252001,-0.15838054,-0.2890737,-0.1464299,-0.14002824,-0.31593895,-0.39202076,0.0027023163,-0.26332483,-0.12869391,0.07104726
0.06920601,-0.05466848,-0.014462238,0.05438012,-0.027245529,0.024766032,-0.103092864,-0.1190598,0.038404904,-0.042861134,-0.14869568,0.023606263,0.028325077,0.107849166,0.045966744
0.08318624,-0.061356433,-0.028023994,0.029049568,-0.04369498,0.011899311,-0.12855554,-0.10710724,0.05137927,-0.0072389646,-0.12285814,-0.011400959,0.05045646,0.11045653,0.03039059
-0.22305167,-0.12105321,-0.05374236,-0.21903202,-0.20018065,0.025370605,-0.14516012,-0.2272039,-0.16858727,-0.07069431,-0.23971438,-0.20836315,-0.10197796,-0.16650446,-0.00627844
-0.20661664,-0.080087155,-0.030194364,-0.21058974,-0.20262694,0.04525613,-0.1221391,-0.20815717,-0.17343228,-0.013818346,-0.21150607,-0.2325365,-0.10360201,-0.15293032,0.0202416
0.2616135,-0.05513524,-0.10840559,-0.054676503,-0.2507109,0.030853795,-0.030984025,-0.031872254,-0.24733266,-0.027822431,-0.16179934,-0.22770822,-0.1696095,-0.23965167,-0.0458226
0.23406303,-0.038511403,-0.086077146,-0.06780903,-0.27641767,0.017901847,-0.06002701,-0.021348245,-0.25398812,-0.006990539,-0.21742398,-0.24937037,-0.19417575,-0.23587957,-0.023485864
0.110817544,0.16596293,0.09586279,0.28170317,0.10335052,0.15276551,0.3130632,0.26600268,0.11531768,-0.01767075,-0.050793793,-0.13044406,0.027953237,0.057165824,0.143663
0.20870748,0.035759512,-0.070034906,0.02386576,0.11529379,0.18945184,-0.060856298,0.035793863,0.073316745,0.059554383,0.19573724,-0.026583508,0.037190404,0.10836552,0.07265224
0.1755639,-0.006242022,-0.07573415,-0.00834745,0.059071533,0.14019631,-0.09581007,0.011154162,0.06608432,0.02870528,0.122608654,-0.05439417,0.03411128,0.06054183,0.04656025
0.38678074,0.15828896,0.14506647,0.05200819,0.22649813,-0.037535615,0.14224872,0.06463078,0.034739304,0.40232968,0.41551125,0.30926383,0.17696619,0.18269876,0.1816275
0.37027425,0.13921383,0.12313298,0.04265152,0.22261691,-0.04034014,0.12592234,0.052931685,0.028879423,0.39205167,0.39915818,0.31879872,0.16736619,0.17021564,0.16324171
-0.10406907,-0.21003407,-0.17158128,-0.0012787408,-0.18465555,0.08651693,0.027208444,-0.18650553,0.044799194,-0.1946226,-0.045374636,-0.117740974,0.10333666,-0.06629942,-0.260781
-0.096518904,-0.28183135,-0.21426864,-0.09644967,-0.20954043,0.07054723,0.030821674,-0.24210432,0.08641113,-0.15448529,-0.055040106,-0.06271388,0.15487647,-0.07896127,-0.28069466
0.15071222,0.14557344,0.14915536,0.24805394,0.2773932,0.2365482,0.3506891,0.17224196,0.17486322,0.35690415,0.42248595,0.24662632,0.26784003,0.39528197,0.15942767
0.091089986,0.11210851,0.13526103,0.21401608,0.27000225,0.27057958,0.36506236,0.15266886,0.15963048,0.36858267,0.4255728,0.31299958,0.26181123,0.36587232,0.103439465
0.045487978,-0.16050756,-0.29199484,0.11296813,0.14760862,0.07373372,0.14272824,-0.04590147,0.029819157,-0.005151921,0.10916213,0.069934204,0.12207356,0.086786196,-0.17393097
-0.009435115,-0.2497325,-0.34933335,0.0041217953,0.019147888,0.020503003,0.0033754674,-0.14258793,0.05901645,-0.054743413,0.063378595,0.07864264,0.13557144,0.019283392,-0.2570833
0.008921761,-0.247141,-0.093639225,-0.11139361,-0.24994063,-0.11875458,-0.0016453061,-0.2085981,-0.11590241,-0.14610487,-0.17151535,-0.1336754,0.051501203,-0.24114889,-0.11033751
-0.010320159,-0.24250633,-0.09916627,-0.115555115,-0.24954824,-0.111287646,-0.02405405,-0.23303416,-0.121759735,-0.13607684,-0.17261195,-0.12779236,0.043620538,-0.23263901,-0.107683815
-0.08403419,-0.056452706,-0.24961388,-0.35445893,-0.226526,0.12525304,-0.25770727,-0.30145964,-0.20446515,-0.23727126,-0.31711,-0.06935234,-0.31602633,-0.105627626,-0.1738429
-0.08207209,-0.016948251,-0.22695258,-0.32558435,-0.22795475,0.12399341,-0.21517673,-0.29056364,-0.19519055,-0.2295991,-0.3116238,-0.13514012,-0.2984866,-0.110385135,-0.14518419
-0.23123881,-0.2935582,-0.17195925,-0.26937956,-0.3148437,0.029378196,-0.18728462,-0.18904948,-0.19920412,-0.14432552,-0.20428431,-0.13501823,-0.14224434,-0.17694117,-0.24712917
-0.22687353,-0.2893914,-0.19719517,-0.22998405,-0.31173888,0.08408949,-0.15611562,-0.16020483,-0.15920377,-0.14473236,-0.18237281,-0.14341542,-0.12215977,-0.14257699,-0.26735356
0.00020865304,-0.19035351,-0.119225025,-0.097512744,-0.21950115,-0.09542358,-0.07671508,-0.20123272,-0.15907583,-0.13558033,-0.23335722,0.019499851,-0.05468417,-0.20104444,-0.09416108
-0.00078536663,-0.19878064,-0.16185915,-0.11064448,-0.23965675,-0.09409605,-0.10684486,-0.23833895,-0.1790338,-0.15229543,-0.2530752,0.0046085697,-0.08273787,-0.21541446,-0.1198562
-0.30171174,-0.09909469,-0.18545395,-0.26195437,-0.32906932,0.056510665,-0.1846112,-0.3119007,-0.21629602,-0.16189821,-0.39092883,0.15720433,-0.28293413,-0.15610075,-0.122033626
-0.26190862,-0.04693967,-0.1733768,-0.26366496,-0.31731057,0.0888605,-0.15207592,-0.2968266,-0.18016425,-0.05418635,-0.28248724,0.19741783,-0.23861422,-0.09383452,-0.08661018
-0.14898452,-0.21792734,-0.29763204,-0.11605165,-0.19932431,0.0038324287,-0.030765148,-0.18480757,-0.003064896,0.01818752,-0.10336026,-0.09204215,-0.041566044,-0.018375251,-0.20388319
-0.1754984,-0.20356351,-0.26275456,-0.099962436,-0.18294756,-0.009583272,-0.034877338,-0.18004487,0.01458168,-0.00681554,-0.17357457,-0.14772269,-0.042646196,-0.012958988,-0.17961882
-0.15747473,-0.31401014,-0.28529024,-0.1774104,-0.30472636,0.059892848,-0.19476664,-0.17879891,-0.054555856,-0.18270543,-0.064578466,-0.09156196,-0.07240382,-0.064071365,-0.32668957
-0.13719973,-0.3014674,-0.2781416,-0.15946838,-0.2821039,0.0701811,-0.135305,-0.15149286,-0.06018297,-0.18668589,-0.13529691,-0.14152634,-0.07084669,-0.097944126,-0.31322533
0.041727044,-0.19946513,-0.20689137,0.0041957954,-0.14286444,0.0679619,0.012751592,-0.09737386,0.10666665,0.22336279,0.10237897,-0.15660867,0.22899619,0.03166579,-0.12990087
-0.023541588,-0.20917986,-0.22462654,-0.022088632,-0.122200444,0.046127237,-0.047226474,-0.15454414,0.07271001,0.18897414,0.08852587,-0.18956655,0.1813815,-0.008137935,-0.117754534
-0.1999473,-0.106367595,-0.06990355,-0.1046458,-0.2002797,0.11619413,-0.15982619,-0.23848675,-0.07387573,-0.13669446,-0.16310994,-0.09794,-0.056913067,-0.051520653,-0.030069225
-0.17849858,-0.1323097,-0.083565146,-0.11232972,-0.20938142,0.11761351,-0.12461746,-0.1940913,-0.106901556,-0.066142514,-0.17551303,-0.036676466,-0.0603019,-0.058038604,-0.07808475
0.034579158,-0.030365052,-0.00019228016,0.019989923,-0.1890114,-0.097010836,0.02132537,-0.1400075,-0.21659291,0.064833604,-0.15701708,-0.110458076,-0.051404484,-0.15436992,0.10386046
0.06100644,-0.03420885,-0.020781256,0.062830836,-0.21608813,-0.09935987,0.01854111,-0.14532346,-0.24065542,0.064131364,-0.18899807,-0.16522795,-0.0852998,-0.15383837,0.11364521
0.24160664,0.124188036,0.041555975,0.010673902,0.048504896,-0.032036036,0.12511158,0.21925242,0.264871,0.33178973,0.072702736,0.14930959,0.19999158,0.1886045,0.10887116
0.27090454,0.12973332,0.04524411,0.022077963,0.08495879,-0.019122114,0.1556698,0.23169382,0.26879442,0.3839389,0.16612251,0.1600602,0.21612544,0.23775677,0.11548327
-0.2312497,-0.18798581,-0.19557306,-0.110638425,-0.18453193,0.29892492,-0.04219903,-0.2540605,0.03667883,-0.1484746,-0.049250796,-0.18326616,0.008394087,0.036683187,-0.20871966
-0.21427315,-0.19322237,-0.19167422,-0.17135999,-0.21369924,0.26585674,-0.05462902,-0.27452642,0.04061406,-0.11730069,-0.05396405,-0.1947037,0.032340407,0.010826152,-0.21370831
-0.02772371,-0.111659445,-0.23418158,-0.08383766,0.06055272,0.22504324,0.024533167,-0.17411225,0.1795819,0.2410311,0.26578388,0.066725716,0.16874641,0.30912298,-0.16279143
-0.031477686,-0.1472311,-0.27490652,-0.086242765,0.06991517,0.18917292,-0.00018343213,-0.19449583,0.18641151,0.20129079,0.27018094,0.02138081,0.1637901,0.25363457,-0.19353527
0.25953516,0.47338456,0.5236268,0.28455636,0.13980275,0.003923511,0.19847098,0.5415327,-0.08744621,0.20862108,0.20940761,0.10051924,-0.010779951,0.11512442,0.33044884
0.25743926,0.46530914,0.52443373,0.2979554,0.1541481,0.0271722,0.18641184,0.55398285,-0.06734288,0.20966014,0.24929425,0.11192797,0.0070613064,0.14764595,0.31794852
0.244947,0.42631784,0.54542744,0.25699788,0.13526689,-0.06373778,0.11789656,0.51640236,-0.0622849,0.18577453,0.29355758,0.22880588,0.029061094,0.102131605,0.28729546
0.2657464,0.41966155,0.53704584,0.24459104,0.10708875,-0.09637859,0.09504084,0.52844274,-0.080661125,0.20293322,0.25676787,0.22003336,0.007728286,0.0843094,0.2851019
0.16931877,0.47159535,0.59014976,0.22825615,0.042958014,-0.09118298,0.09272436,0.508214,-0.13517556,0.1250653,0.13536663,0.19018051,-0.07668496,0.021977626,0.31232157
0.11034596,0.38634238,0.54047275,0.13977286,-0.024691844,-0.15183116,-0.0008530109,0.50121784,-0.14696975,0.04954385,0.04457914,0.19941711,-0.12205033,-0.040145125,0.22844434
-0.2543776,-0.07129088,0.0026738322,-0.20642307,-0.19596256,-0.040578853,-0.22853683,-0.1733186,-0.18709627,-0.17920673,-0.28721708,0.059009045,-0.27782264,-0.115878984,0.0067562917
-0.2585566,-0.06847051,0.0020824044,-0.18295501,-0.19023809,-0.018827664,-0.22248012,-0.17913955,-0.17510998,-0.19854963,-0.26701695,0.07533464,-0.26548225,-0.10269752,0.01130474
0.1359506,-0.21664195,-0.24395847,-0.13862498,-0.09607962,-0.032354966,-0.17221086,-0.2353422,-0.11257063,-0.19202435,-0.16668059,0.009762527,-0.093891636,-0.20234591,-0.14413042
0.13589117,-0.22344953,-0.2501233,-0.14490771,-0.09529265,-0.029236898,-0.19444871,-0.24708216,-0.11123788,-0.19463259,-0.16005148,0.015924625,-0.09445186,-0.1932404,-0.15079829
0.19955918,-0.103180006,-0.12461519,-0.048878256,-0.10003787,-0.03228197,-0.19479686,-0.13013615,-0.04715174,-0.084226966,-0.12432681,0.048845697,-0.037382368,-0.11301115,-0.020564737
0.087234,-0.13165125,-0.10430117,-0.12148847,-0.14760368,-0.00019270554,-0.23159987,-0.14842586,-0.03899978,-0.13171963,-0.20770144,0.050561193,-0.067983,-0.09244602,-0.06598296
0.24559289,-0.057323422,-0.10582893,-0.019667799,-0.03492418,0.023912854,-0.18493658,-0.10150777,-0.04830269,-0.02587031,-0.08987945,0.098333314,-0.05922442,-0.02626927,0.020320784
0.2670456,-0.04914874,-0.104773,-0.012411776,-0.03151477,0.031622633,-0.1891739,-0.0990382,-0.05553078,-0.005107424,-0.07009119,0.11898209,-0.062285364,-0.021992352,0.028683012
0.01767473,0.1755634,0.25517175,-0.013515971,0.1974218,-0.075176686,0.1987653,0.18619141,0.3083235,0.42633122,0.20734863,0.28790706,0.27470484,0.40159974,0.20801955
0.057477284,0.20062727,0.28277272,0.017628968,0.21111575,-0.07369657,0.224913,0.23016831,0.30565476,0.42997456,0.20494455,0.2595256,0.27492744,0.39899188,0.23721525
-0.00569946,0.12352528,0.22002408,-0.017027091,0.20553878,-0.07561534,0.16012973,0.02324094,0.20696568,0.35642326,0.24113798,0.25088555,0.24068019,0.41195083,0.2128241
